road_type,weather,is_rush_hour,actual_speed_kmh
residential,clear,0,26.1
secondary,flooded,0,15.08
residential,light_rain,0,23.53
secondary,clear,0,32.95
primary,clear,1,29.4
secondary,light_rain,1,21.17
primary,moderate_rain,0,39.1
secondary,clear,0,34.64
primary,clear,1,25.8
residential,clear,0,25.39
primary,clear,1,27.23
residential,clear,0,23.74
residential,clear,0,21.58
secondary,light_rain,0,36.83
secondary,moderate_rain,1,20.78
secondary,clear,1,23.04
residential,clear,0,22.31
secondary,clear,0,33.75
secondary,clear,0,37.63
secondary,flooded,0,17.95
residential,moderate_rain,0,23.26
secondary,clear,0,34.95
secondary,clear,0,34.16
secondary,clear,0,34.86
residential,light_rain,0,25.66
secondary,clear,0,34.5
primary,moderate_rain,0,42.4
secondary,moderate_rain,1,23.33
residential,clear,0,24.51
secondary,heavy_rain,0,22.29
residential,moderate_rain,0,23.56
primary,moderate_rain,1,29.4
secondary,flooded,0,18.67
secondary,clear,0,33.29
residential,clear,1,16.46
primary,heavy_rain,0,27.75
residential,moderate_rain,0,25.54
secondary,heavy_rain,0,22.69
primary,clear,1,32.42
primary,light_rain,0,42.74
primary,clear,0,44.97
secondary,clear,0,33.48
primary,clear,0,43.22
primary,clear,1,30.04
residential,clear,0,23.45
primary,light_rain,0,42.44
primary,clear,1,30.69
secondary,clear,0,34.51
secondary,clear,0,33.72
secondary,clear,0,37.7
secondary,heavy_rain,0,21.64
secondary,clear,0,35.23
secondary,clear,0,33.94
primary,moderate_rain,0,40.66
primary,light_rain,0,43.52
secondary,light_rain,0,34.05
primary,light_rain,0,43.02
secondary,heavy_rain,0,20.01
secondary,clear,0,35.75
primary,flooded,0,20.52
primary,moderate_rain,1,25.54
primary,clear,1,31.94
secondary,light_rain,0,35.26
secondary,light_rain,1,23.5
secondary,clear,1,25.46
primary,clear,0,43.57
secondary,flooded,0,16.3
residential,clear,1,16.59
primary,clear,0,42.18
secondary,moderate_rain,0,33.33
residential,clear,0,23.11
primary,clear,0,41.74
secondary,light_rain,0,35.7
primary,light_rain,0,42.91
secondary,clear,0,34.25
primary,flooded,0,20.06
residential,clear,1,16.24
secondary,clear,0,32.47
secondary,clear,0,35.19
secondary,light_rain,0,35.78
secondary,clear,0,38.55
secondary,clear,1,21.94
residential,moderate_rain,0,25.7
residential,clear,0,23.94
secondary,moderate_rain,0,32.39
residential,clear,0,23.31
secondary,flooded,0,17.71
secondary,clear,0,33.6
secondary,clear,0,34.09
primary,clear,0,42.54
primary,heavy_rain,1,18.35
primary,moderate_rain,0,40.85
secondary,clear,0,31.36
primary,light_rain,1,28.71
secondary,clear,1,23.69
residential,flooded,0,11.3
primary,heavy_rain,1,20.01
secondary,flooded,0,19.6
primary,heavy_rain,0,28.91
primary,heavy_rain,0,30.87
secondary,clear,0,38.36
secondary,moderate_rain,0,37.88
secondary,light_rain,0,32.58
primary,flooded,0,19.83
secondary,clear,1,22.92
primary,clear,0,43.39
primary,clear,0,45.58
primary,light_rain,0,43.35
primary,clear,0,41.4
primary,clear,1,28.2
primary,clear,0,43.14
residential,clear,0,22.77
primary,clear,0,43.22
primary,clear,1,27.33
primary,heavy_rain,0,26.4
secondary,moderate_rain,0,32.66
primary,clear,0,43.82
residential,moderate_rain,1,17.01
residential,light_rain,0,24.69
primary,clear,1,30.6
secondary,clear,0,36.33
primary,light_rain,0,42.72
secondary,clear,0,35.1
secondary,moderate_rain,0,34.28
primary,clear,1,28.9
primary,clear,1,25.86
secondary,flooded,0,19.2
secondary,clear,0,35.6
primary,light_rain,1,26.76
secondary,clear,0,37.14
secondary,clear,1,22.71
residential,clear,1,16.69
primary,clear,0,44.74
secondary,clear,1,23.92
secondary,clear,0,37.0
primary,clear,0,42.67
secondary,light_rain,0,36.9
secondary,clear,0,33.83
residential,heavy_rain,0,18.69
primary,clear,1,25.72
secondary,clear,0,33.35
primary,light_rain,0,42.86
residential,clear,0,24.4
primary,clear,0,43.09
residential,clear,0,25.06
residential,moderate_rain,0,22.56
primary,light_rain,0,40.74
residential,clear,0,25.35
residential,clear,1,15.85
primary,moderate_rain,0,44.08
secondary,clear,0,34.71
secondary,clear,1,24.67
primary,clear,1,29.78
primary,clear,0,42.3
primary,clear,0,40.23
primary,moderate_rain,1,30.13
secondary,clear,0,33.53
primary,clear,1,28.51
residential,heavy_rain,0,16.49
secondary,clear,0,34.92
primary,clear,0,44.64
secondary,clear,0,35.01
secondary,light_rain,0,34.17
residential,clear,0,26.53
primary,clear,0,44.1
primary,flooded,1,13.46
residential,heavy_rain,0,14.99
residential,light_rain,0,23.31
secondary,clear,1,23.52
secondary,clear,0,33.13
primary,clear,0,43.34
secondary,clear,0,34.81
primary,moderate_rain,0,38.25
primary,clear,0,41.09
residential,heavy_rain,1,6.94
primary,clear,0,42.68
secondary,clear,0,36.61
residential,light_rain,0,21.71
primary,clear,0,41.22
residential,heavy_rain,1,11.02
residential,flooded,0,10.9
secondary,clear,0,33.4
primary,clear,0,44.01
primary,clear,0,42.46
secondary,light_rain,0,32.13
primary,clear,0,40.07
primary,light_rain,0,45.72
residential,clear,1,18.54
primary,light_rain,0,41.73
secondary,moderate_rain,0,34.21
primary,clear,0,42.47
secondary,clear,0,35.77
residential,clear,0,23.72
primary,clear,1,28.3
primary,clear,0,43.88
secondary,clear,0,37.18
secondary,heavy_rain,1,16.88
secondary,heavy_rain,0,25.25
primary,moderate_rain,0,41.6
primary,clear,0,42.27
residential,light_rain,0,21.63
residential,clear,0,25.11
secondary,clear,0,35.57
residential,clear,0,24.55
secondary,clear,0,33.83
secondary,clear,1,25.46
primary,clear,1,30.06
secondary,flooded,0,19.47
secondary,clear,0,33.57
primary,heavy_rain,0,27.82
secondary,clear,0,36.8
secondary,clear,0,34.93
secondary,clear,0,34.15
secondary,light_rain,0,33.61
residential,clear,1,16.83
primary,clear,0,44.7
secondary,clear,1,23.35
secondary,clear,1,24.78
secondary,light_rain,0,35.06
primary,clear,0,41.88
primary,clear,0,41.88
residential,heavy_rain,0,16.04
secondary,clear,0,32.99
residential,light_rain,0,23.77
secondary,moderate_rain,0,36.35
secondary,flooded,0,17.45
residential,clear,1,15.7
secondary,light_rain,0,37.23
primary,clear,0,41.8
secondary,light_rain,0,32.92
residential,clear,1,18.69
primary,clear,0,44.19
primary,heavy_rain,1,19.27
primary,clear,1,30.36
residential,heavy_rain,1,11.72
primary,heavy_rain,0,27.1
secondary,clear,0,31.4
secondary,clear,0,34.15
secondary,clear,0,36.63
secondary,flooded,0,16.86
primary,clear,0,43.89
secondary,clear,0,35.28
secondary,light_rain,0,31.82
residential,heavy_rain,0,16.1
primary,moderate_rain,0,42.61
residential,light_rain,1,15.36
secondary,clear,0,34.46
residential,clear,0,25.59
secondary,clear,0,35.11
secondary,heavy_rain,1,17.34
residential,light_rain,1,17.12
residential,moderate_rain,0,22.91
secondary,light_rain,0,33.64
primary,clear,0,43.23
primary,clear,0,45.21
primary,clear,1,28.41
primary,clear,0,40.6
primary,light_rain,0,43.07
residential,clear,0,23.87
primary,light_rain,1,26.66
secondary,light_rain,0,34.39
primary,clear,1,30.58
primary,clear,0,42.34
primary,clear,0,43.94
primary,clear,0,44.22
secondary,light_rain,0,35.55
residential,clear,1,15.75
primary,moderate_rain,1,26.67
secondary,moderate_rain,0,32.61
secondary,clear,0,36.19
residential,light_rain,0,25.54
secondary,light_rain,0,32.92
secondary,light_rain,0,37.56
secondary,clear,0,33.39
residential,clear,1,18.35
primary,clear,1,31.4
secondary,clear,0,35.16
residential,moderate_rain,1,15.25
secondary,light_rain,0,33.24
secondary,heavy_rain,0,23.0
secondary,clear,0,36.62
primary,clear,0,41.4
secondary,light_rain,1,20.4
secondary,clear,1,24.13
secondary,clear,0,35.87
secondary,clear,0,37.95
residential,clear,0,22.93
primary,light_rain,0,42.21
secondary,clear,1,25.33
secondary,light_rain,1,23.34
secondary,moderate_rain,0,33.79
primary,clear,1,30.3
secondary,heavy_rain,0,22.5
residential,clear,0,26.28
secondary,heavy_rain,0,21.52
residential,clear,1,14.57
residential,light_rain,0,24.13
primary,clear,1,25.27
primary,moderate_rain,0,42.2
residential,light_rain,0,21.94
residential,clear,0,25.42
primary,heavy_rain,1,19.74
primary,clear,0,43.1
primary,clear,1,29.77
residential,light_rain,0,24.85
primary,light_rain,0,41.97
secondary,clear,1,26.34
residential,clear,0,25.59
primary,flooded,1,15.72
secondary,light_rain,0,35.97
primary,clear,0,44.2
residential,clear,1,19.94
primary,flooded,1,14.81
secondary,light_rain,0,34.35
secondary,heavy_rain,0,22.42
primary,clear,0,42.82
primary,light_rain,0,41.31
secondary,light_rain,0,35.38
primary,clear,0,41.83
residential,clear,1,16.96
residential,light_rain,1,17.38
secondary,clear,0,35.23
secondary,moderate_rain,1,21.63
secondary,moderate_rain,0,35.13
residential,heavy_rain,0,16.58
secondary,moderate_rain,1,18.66
primary,clear,1,27.64
primary,clear,0,45.3
secondary,moderate_rain,1,25.2
secondary,clear,0,35.79
secondary,clear,1,24.77
primary,clear,0,42.03
secondary,clear,1,23.2
primary,light_rain,0,44.26
primary,clear,0,43.84
secondary,clear,0,35.1
primary,flooded,0,21.32
secondary,moderate_rain,0,35.84
primary,moderate_rain,1,30.04
secondary,light_rain,1,24.13
secondary,moderate_rain,0,34.18
primary,moderate_rain,1,27.82
primary,clear,0,44.24
residential,flooded,0,10.85
secondary,clear,1,22.25
secondary,heavy_rain,0,21.22
primary,clear,1,30.97
secondary,clear,1,22.51
secondary,clear,0,35.61
secondary,clear,0,34.81
secondary,light_rain,0,38.71
primary,flooded,1,15.22
primary,flooded,0,18.81
residential,flooded,0,14.26
residential,clear,0,24.42
primary,flooded,0,21.3
secondary,clear,1,22.58
primary,heavy_rain,0,29.17
primary,clear,1,29.39
primary,clear,0,42.23
primary,flooded,0,20.84
secondary,heavy_rain,0,23.55
secondary,light_rain,1,19.64
primary,moderate_rain,0,39.91
primary,clear,0,45.7
residential,light_rain,0,25.03
primary,light_rain,0,41.62
secondary,clear,0,32.46
primary,clear,0,43.12
secondary,clear,0,36.48
primary,light_rain,0,46.37
primary,clear,1,31.95
primary,clear,0,41.87
primary,clear,0,42.46
secondary,clear,0,32.79
secondary,light_rain,0,33.1
primary,light_rain,0,42.09
primary,clear,0,42.65
secondary,clear,0,38.08
secondary,clear,0,33.03
residential,heavy_rain,0,16.64
secondary,clear,1,20.49
secondary,clear,1,24.09
secondary,light_rain,1,21.15
residential,clear,0,26.65
residential,moderate_rain,0,23.91
primary,clear,1,27.01
primary,light_rain,0,39.26
primary,clear,0,41.73
secondary,clear,0,35.36
secondary,clear,0,35.63
secondary,moderate_rain,1,22.22
primary,flooded,1,15.95
secondary,clear,1,21.89
residential,moderate_rain,1,12.02
primary,light_rain,0,42.83
secondary,flooded,1,13.73
secondary,moderate_rain,0,36.03
residential,clear,0,23.05
residential,light_rain,0,23.73
secondary,clear,1,24.68
secondary,clear,1,22.65
residential,clear,0,25.16
secondary,heavy_rain,0,22.32
primary,heavy_rain,0,27.25
secondary,moderate_rain,0,32.74
primary,flooded,0,23.03
primary,moderate_rain,1,28.37
residential,clear,0,26.91
secondary,clear,0,35.78
secondary,clear,1,26.0
primary,clear,0,44.43
primary,clear,0,44.34
primary,clear,1,28.94
primary,moderate_rain,1,32.87
secondary,heavy_rain,0,23.57
primary,light_rain,0,39.45
secondary,heavy_rain,0,23.8
primary,clear,0,41.73
residential,heavy_rain,0,18.24
primary,clear,0,44.29
primary,clear,1,28.83
primary,heavy_rain,0,27.55
secondary,clear,0,35.22
secondary,clear,0,34.04
secondary,clear,0,36.18
secondary,light_rain,0,35.19
primary,flooded,1,18.96
secondary,clear,0,34.33
secondary,heavy_rain,0,22.94
primary,clear,0,42.97
primary,clear,0,43.03
primary,clear,0,44.74
primary,moderate_rain,0,41.65
secondary,clear,0,37.96
primary,clear,0,44.07
primary,clear,1,28.39
primary,clear,0,42.09
residential,moderate_rain,0,25.91
residential,clear,0,25.04
primary,clear,0,43.21
primary,clear,0,42.3
primary,clear,0,43.11
secondary,light_rain,0,33.4
primary,clear,1,31.16
secondary,clear,0,36.08
secondary,clear,1,23.33
residential,clear,1,16.57
primary,heavy_rain,0,29.02
residential,moderate_rain,0,24.34
secondary,light_rain,0,32.92
primary,clear,0,40.35
primary,light_rain,0,41.21
primary,moderate_rain,0,41.88
primary,clear,1,28.01
primary,moderate_rain,0,43.3
secondary,light_rain,0,34.02
secondary,clear,0,37.81
residential,clear,0,24.16
primary,light_rain,1,28.8
residential,clear,0,24.57
primary,moderate_rain,0,42.73
secondary,moderate_rain,1,24.57
primary,moderate_rain,1,29.27
primary,clear,1,26.07
residential,clear,1,17.6
primary,clear,0,41.68
secondary,light_rain,0,33.89
secondary,heavy_rain,0,24.43
secondary,light_rain,0,32.68
secondary,clear,0,36.73
secondary,heavy_rain,1,15.24
primary,flooded,0,24.86
secondary,clear,1,23.69
residential,clear,0,27.56
primary,moderate_rain,0,43.86
primary,light_rain,0,41.49
secondary,flooded,0,15.55
secondary,clear,0,35.17
secondary,clear,0,34.13
primary,light_rain,0,44.78
secondary,heavy_rain,1,15.4
primary,heavy_rain,0,28.43
secondary,flooded,0,15.41
secondary,clear,0,35.63
primary,moderate_rain,0,40.31
secondary,clear,1,24.25
residential,clear,1,17.72
secondary,clear,1,22.47
residential,moderate_rain,0,25.78
secondary,flooded,0,17.09
secondary,clear,1,21.38
primary,clear,1,31.43
primary,moderate_rain,1,26.97
primary,light_rain,1,29.34
secondary,flooded,0,18.14
residential,clear,0,25.58
primary,clear,1,29.67
secondary,clear,1,22.13
secondary,clear,1,26.13
secondary,clear,0,36.43
primary,clear,0,43.91
secondary,clear,0,33.0
primary,clear,0,41.73
primary,flooded,0,22.59
residential,clear,1,13.84
primary,clear,0,43.71
primary,heavy_rain,0,26.88
residential,light_rain,0,23.24
primary,light_rain,0,40.29
secondary,light_rain,0,34.73
primary,moderate_rain,1,30.03
primary,heavy_rain,0,29.4
primary,light_rain,0,43.1
primary,heavy_rain,1,19.72
secondary,clear,0,36.02
secondary,clear,0,35.7
secondary,heavy_rain,0,19.32
residential,clear,0,26.36
primary,heavy_rain,0,30.08
secondary,clear,0,34.46
secondary,clear,1,20.63
residential,heavy_rain,0,17.08
primary,clear,0,43.69
secondary,heavy_rain,0,22.74
residential,flooded,0,12.78
primary,heavy_rain,0,30.49
residential,clear,1,20.45
primary,light_rain,0,42.63
secondary,heavy_rain,0,23.9
residential,moderate_rain,1,15.17
secondary,light_rain,0,33.61
secondary,flooded,0,17.3
primary,light_rain,0,44.18
residential,flooded,0,13.73
secondary,clear,0,37.89
primary,clear,0,40.96
secondary,clear,0,33.01
secondary,clear,0,36.65
primary,moderate_rain,1,30.53
primary,clear,0,43.25
primary,flooded,0,14.9
secondary,clear,0,33.88
secondary,clear,0,35.5
secondary,clear,0,33.65
residential,clear,0,25.28
residential,clear,0,27.85
secondary,clear,0,37.14
primary,light_rain,0,43.62
secondary,clear,1,23.49
secondary,clear,0,34.26
secondary,moderate_rain,1,24.11
secondary,clear,1,23.63
primary,clear,1,29.21
residential,clear,1,14.52
primary,clear,0,42.13
secondary,light_rain,0,35.49
primary,clear,0,41.55
residential,heavy_rain,1,11.66
primary,heavy_rain,0,29.5
primary,clear,0,43.91
primary,flooded,0,22.44
primary,clear,0,44.14
primary,clear,0,42.26
secondary,clear,0,32.8
secondary,clear,1,22.28
primary,light_rain,1,29.68
primary,clear,1,27.32
residential,moderate_rain,1,14.85
secondary,light_rain,0,32.79
secondary,clear,1,20.82
secondary,light_rain,0,32.64
primary,heavy_rain,1,20.97
primary,clear,0,42.12
primary,clear,0,40.58
residential,clear,1,16.08
residential,clear,0,25.77
secondary,clear,0,32.25
primary,clear,0,44.63
primary,light_rain,0,40.25
primary,light_rain,0,41.82
secondary,clear,0,34.39
primary,clear,0,42.36
residential,clear,0,24.9
primary,clear,0,44.37
residential,clear,0,24.94
secondary,heavy_rain,0,22.49
secondary,clear,0,35.69
secondary,clear,0,35.31
secondary,clear,0,34.0
secondary,moderate_rain,1,23.04
secondary,moderate_rain,1,21.84
secondary,clear,1,22.29
residential,clear,0,26.21
secondary,clear,0,35.67
secondary,clear,0,36.16
residential,flooded,0,13.45
primary,light_rain,1,27.25
primary,light_rain,0,43.91
secondary,clear,0,34.55
secondary,clear,0,36.39
residential,moderate_rain,0,24.16
secondary,clear,0,35.47
secondary,flooded,0,18.01
secondary,clear,0,36.22
primary,clear,0,40.75
secondary,light_rain,0,31.99
residential,clear,1,17.86
primary,clear,1,29.65
secondary,clear,1,22.43
secondary,light_rain,0,34.91
primary,clear,0,41.09
primary,clear,1,34.01
residential,light_rain,0,26.51
primary,clear,0,44.13
primary,heavy_rain,0,28.99
primary,clear,0,42.27
secondary,light_rain,0,32.39
secondary,clear,1,23.42
secondary,moderate_rain,0,32.79
primary,light_rain,0,41.21
residential,heavy_rain,0,14.59
primary,clear,0,43.57
primary,clear,0,42.63
secondary,light_rain,0,35.16
primary,clear,0,43.89
residential,clear,1,17.19
residential,heavy_rain,0,20.7
primary,clear,0,44.44
residential,flooded,0,10.61
secondary,clear,0,35.69
residential,light_rain,0,24.46
primary,clear,0,41.19
secondary,clear,1,21.46
primary,flooded,0,22.28
residential,clear,0,26.05
primary,heavy_rain,0,27.31
secondary,light_rain,1,24.61
primary,clear,0,43.63
primary,heavy_rain,0,30.67
secondary,clear,1,25.22
residential,moderate_rain,0,24.11
secondary,clear,0,37.45
residential,heavy_rain,0,15.03
primary,light_rain,1,32.17
secondary,clear,1,22.27
secondary,light_rain,1,23.09
primary,clear,1,28.27
secondary,clear,0,34.43
secondary,clear,0,39.39
secondary,clear,0,34.31
secondary,clear,1,24.87
secondary,clear,0,34.65
primary,clear,1,30.52
primary,clear,0,42.38
secondary,clear,1,23.97
primary,light_rain,0,43.35
primary,light_rain,1,27.5
secondary,clear,0,39.14
secondary,heavy_rain,0,24.42
primary,light_rain,0,42.07
secondary,light_rain,0,33.31
secondary,clear,0,35.14
primary,clear,1,27.29
secondary,heavy_rain,0,26.07
secondary,moderate_rain,0,34.73
secondary,clear,0,34.87
secondary,clear,0,36.57
primary,light_rain,1,27.5
secondary,light_rain,1,21.42
primary,heavy_rain,1,19.27
residential,clear,0,25.19
residential,clear,0,25.8
secondary,clear,0,32.79
primary,clear,0,42.52
primary,clear,1,24.49
primary,heavy_rain,0,27.11
secondary,clear,0,36.07
primary,moderate_rain,1,29.8
secondary,clear,0,33.29
primary,clear,0,42.71
residential,clear,1,16.89
primary,clear,0,44.82
residential,moderate_rain,1,18.7
residential,clear,0,25.23
secondary,clear,0,34.61
secondary,clear,0,32.83
secondary,clear,0,35.16
secondary,moderate_rain,0,37.2
primary,clear,0,45.14
primary,light_rain,0,42.67
secondary,light_rain,0,34.81
secondary,clear,0,33.97
secondary,clear,0,34.46
primary,moderate_rain,1,28.58
primary,light_rain,1,28.81
primary,clear,0,44.72
primary,clear,0,44.64
primary,clear,0,43.98
primary,clear,0,41.7
primary,clear,0,41.76
residential,clear,0,23.67
primary,clear,0,43.55
secondary,clear,0,31.96
primary,clear,1,29.11
residential,heavy_rain,0,18.83
secondary,clear,0,36.0
primary,heavy_rain,1,18.94
secondary,clear,1,22.54
primary,light_rain,0,43.62
secondary,clear,1,24.05
primary,light_rain,0,42.04
residential,clear,0,24.12
secondary,clear,0,35.11
primary,heavy_rain,1,19.01
secondary,clear,0,36.18
primary,heavy_rain,0,30.74
residential,clear,0,22.95
secondary,clear,0,33.16
secondary,clear,0,37.02
primary,light_rain,0,42.66
residential,clear,0,23.3
secondary,heavy_rain,0,24.87
